Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(USD),Price_Category,Cluster,Clusters
0.21134593993325917,3,1,1,1,68,15400000000.0,513333.33,High,0,0
0.015572858731924363,1,1,1,0,13,350000000.0,11666.67,Low,0,0
0.042269187986651836,1,1,1,1,68,4115000000.0,137166.67,Medium,0,0
0.0778642936596218,2,1,1,1,118,8000000000.0,266666.67,High,0,0
0.062291434927697446,2,1,1,1,117,580000000.0,19333.33,Low,0,0
0.06006674082313682,2,1,1,1,117,560000000.0,18666.67,Low,0,0
0.07119021134593995,2,1,1,1,68,4800000000.0,160000.0,Medium,0,0
0.027808676307007785,1,0,1,0,183,1550000000.0,51666.67,Low,0,0
0.09232480533926585,2,1,1,1,135,7500000000.0,250000.0,High,0,0
0.045606229143492764,2,1,1,1,71,630000000.0,21000.0,Low,0,0
0.04449388209121246,2,1,1,0,36,2000000000.0,66666.67,Medium,0,0
0.18909899888765294,3,1,1,1,62,2400000000.0,80000.0,Medium,0,0
0.08453837597330366,2,1,1,1,62,1100000000.0,36666.67,Low,0,0
0.3225806451612903,4,1,1,1,135,24000000000.0,800000.0,High,1,1
0.09343715239154618,2,1,1,1,184,3820000000.0,127333.33,Medium,0,0
0.0778642936596218,2,1,1,1,122,6000000000.0,200000.0,High,0,0
0.10233592880978867,2,1,1,1,135,5800000000.0,193333.33,High,0,0
0.18909899888765294,2,1,1,0,31,3500000000.0,116666.67,Medium,0,0
0.13793103448275862,3,1,1,1,135,12300000000.0,410000.0,High,0,0
0.20022246941045607,3,1,1,1,118,15750000000.0,525000.0,High,0,0
0.18909899888765294,3,1,1,1,40,11000000000.0,366666.67,High,0,0
0.038932146829810894,1,1,1,1,163,3000000000.0,100000.0,Medium,0,0
0.10456062291434928,3,1,1,1,120,3968000000.0,132266.67,Medium,0,0
0.058954393770856504,2,1,1,1,132,1909000000.0,63633.33,Medium,0,0
0.26696329254727474,4,1,1,1,50,37800000000.0,1260000.0,High,1,1
0.08231368186874305,2,1,1,1,40,5700000000.0,190000.0,High,0,0
0.13348164627363737,3,1,1,1,189,10490000000.0,349666.67,High,0,0
0.08120133481646274,3,1,1,1,183,3200000000.0,106666.67,Medium,0,0
0.020022246941045603,1,1,1,1,183,1920000000.0,64000.0,Medium,0,0
0.15016685205784205,3,1,1,1,57,12300000000.0,410000.0,High,0,0
0.11679644048943272,2,1,1,0,57,7400000000.0,246666.67,High,0,0
0.062291434927697446,2,1,1,1,135,6200000000.0,206666.67,High,0,0
0.05005561735261401,2,1,1,1,40,2350000000.0,78333.33,Medium,0,0
0.03114571746384872,1,1,1,1,40,1850000000.0,61666.67,Low,0,0
0.10567296996662959,2,1,1,1,150,21500000000.0,716666.67,High,1,1
0.0578420467185762,2,1,1,1,126,1886000000.0,62866.67,Low,0,0
0.03114571746384872,2,1,1,1,156,2200000000.0,73333.33,Medium,0,0
0.07897664071190211,2,1,1,1,24,2323000000.0,77433.33,Medium,0,0
0.0667408231368187,2,1,1,1,105,6800000000.0,226666.67,High,0,0
0.16685205784204674,3,1,1,1,50,20700000000.0,690000.0,High,0,0
0.11345939933259178,3,1,1,1,57,6250000000.0,208333.33,High,0,0
0.05672969966629588,2,1,1,1,176,1863000000.0,62100.0,Low,0,0
0.13681868743047831,3,1,1,1,118,13000000000.0,433333.33,High,0,0
0.15127919911012236,3,1,1,1,123,12500000000.0,416666.67,High,0,0
0.18909899888765294,3,1,1,1,118,17000000000.0,566666.67,High,0,0
0.09232480533926585,2,1,1,1,118,8500000000.0,283333.33,High,0,0
0.0778642936596218,2,1,1,1,176,2300000000.0,76666.67,Medium,0,0
0.055617352614015576,2,1,1,1,26,3350000000.0,111666.67,Medium,0,0
0.05116796440489433,2,1,1,1,74,2000000000.0,66666.67,Medium,0,0
0.10901001112347053,3,1,1,1,122,5700000000.0,190000.0,High,0,0
0.20022246941045607,3,1,1,1,150,27000000000.0,900000.0,High,1,1
0.12235817575083427,2,1,1,1,150,12600000000.0,420000.0,High,0,0
0.048943270300333706,2,1,1,1,10,1702000000.0,56733.33,Low,0,0
0.05005561735261401,1,1,1,1,26,3000000000.0,100000.0,Medium,0,0
0.10011123470522804,2,1,1,1,118,7500000000.0,250000.0,High,0,0
0.06117908787541713,2,1,1,1,43,5000000000.0,166666.67,High,0,0
0.08342602892102335,2,1,1,1,117,700000000.0,23333.33,Low,0,0
0.16129032258064516,3,1,1,1,50,15600000000.0,520000.0,High,0,0
0.1557285873192436,3,1,1,1,50,15350000000.0,511666.67,High,0,0
0.03114571746384872,1,1,1,1,42,2810000000.0,93666.67,Medium,0,0
0.05005561735261401,2,1,1,1,115,395000000.0,13166.67,Low,0,0
0.1446051167964405,3,1,1,1,57,15100000000.0,503333.33,High,0,0
0.035595105672969966,1,1,1,1,156,1850000000.0,61666.67,Low,0,0
0.07007786429365961,2,1,1,1,134,1450000000.0,48333.33,Low,0,0
0.05005561735261401,2,1,1,1,71,715000000.0,23833.33,Low,0,0
0.062291434927697446,2,1,1,0,71,1200000000.0,40000.0,Low,0,0
0.10011123470522804,2,1,1,1,164,4260000000.0,142000.0,Medium,0,0
0.07230255839822025,2,1,1,1,13,1500000000.0,50000.0,Low,0,0
0.04449388209121246,2,1,1,0,183,2120000000.0,70666.67,Medium,0,0
0.05005561735261401,2,1,1,0,40,2000000000.0,66666.67,Medium,0,0
0.05672969966629588,2,1,0,1,117,590000000.0,19666.67,Low,0,0
0.038932146829810894,1,1,1,0,183,1930000000.0,64333.33,Medium,0,0
0.05005561735261401,2,1,1,1,40,2730000000.0,91000.0,Medium,0,0
0.08453837597330366,2,1,1,0,40,3150000000.0,105000.0,Medium,0,0
0.09454949944382648,2,1,1,1,40,4600000000.0,153333.33,Medium,0,0
0.0778642936596218,2,1,1,1,146,3000000000.0,100000.0,Medium,0,0
0.09788654060066743,2,1,1,1,40,4500000000.0,150000.0,Medium,0,0
0.09566184649610679,2,1,1,1,40,5100000000.0,170000.0,High,0,0
0.05116796440489433,2,1,1,1,146,2200000000.0,73333.33,Medium,0,0
0.048943270300333706,2,1,1,0,40,2300000000.0,76666.67,Medium,0,0
0.07341490545050056,2,1,1,1,135,4500000000.0,150000.0,Medium,0,0
